"full_name","neo","pha","a","e","i","om","w","ma","diameter","extent","rot_per","GM","n","epoch","moid","per_y","producer"
"488453 (1994 XD)",Y,Y,2.344,0.7337,4.33,96.02,249.55,122.74,,,2.7365,,0.2747,2460600.5,0.0199,3.59,"Otto Matic"
"488490 (2000 AF205)",Y,Y,1.035,0.2770,2.41,219.90,127.51,292.48,,,,,0.9363,2460600.5,0.0184,1.05,"Otto Matic"
"488515 (2001 FE90)",Y,Y,1.935,0.4952,8.81,98.38,145.42,256.64,,,0.4777,,0.3662,2460600.5,0.0138,2.69,"Otto Matic"
"488789 (2004 XK50)",Y,Y,1.451,0.6886,38.23,94.05,104.02,88.88,1.039,,,,0.5638,2460600.5,0.0415,1.75,"Otto Matic"
"489486 (2007 GS3)",Y,Y,1.061,0.1291,15.09,215.39,61.07,306.17,,,3.497,,0.9016,2460600.5,0.0201,1.09,"Otto Matic"
"490354 (2009 FF19)",Y,Y,1.213,0.4092,0.56,84.88,244.81,127.29,,,,,0.7379,2460600.5,0.00413,1.34,"Otto Matic"
"490581 (2009 WZ104)",Y,Y,0.8553,0.1927,9.84,263.25,10.56,71.51,0.237,,19.304,,1.246,2460600.5,0.0306,0.791,"Otto Matic"
"494658 (2000 UG11)",Y,Y,1.929,0.5718,8.91,223.91,240.87,322.34,,,4.44,,0.3679,2460600.5,0.00933,2.68,"Otto Matic"
"494690 (2004 JQ1)",Y,Y,1.193,0.4500,32.83,77.05,272.66,168.24,,,,,0.756,2460600.5,0.0315,1.3,"Otto Matic"
"494697 (2004 SW55)",Y,Y,1.428,0.3340,8.79,75.12,352.85,241.22,,,,,0.5778,2460600.5,0.0307,1.71,"Otto Matic"
"494710 (2005 MO13)",Y,Y,0.8636,0.4108,6.32,176.57,250.22,251.77,,,,,1.228,2460600.5,0.0424,0.803,"Otto Matic"
"494975 (2009 WO106)",Y,Y,1.374,0.3853,17.35,281.69,134.68,105.64,,,8.0364,,0.6119,2460600.5,0.0495,1.61,"Otto Matic"
"494999 (2010 JU39)",Y,Y,0.9191,0.5461,36.22,95.16,311.38,294.11,,,30.2,,1.118,2460600.5,0.00389,0.881,"Otto Matic"
"495187 (2012 VO76)",Y,Y,1.204,0.2150,36.95,229.47,297.36,272.72,,,,,0.7457,2460600.5,0.0361,1.32,"Otto Matic"
"496005 (2007 XJ16)",Y,Y,2.258,0.5563,6.23,309.06,32.99,32.92,,,,,0.2904,2460600.5,0.0265,3.39,"Otto Matic"
"496013 (2008 EL6)",Y,Y,1.728,0.4810,13.14,177.66,38.41,93.80,,,,,0.4339,2460600.5,0.0198,2.27,"Otto Matic"
"496816 (1989 UP)",Y,Y,1.862,0.4722,3.85,53.16,17.82,256.52,0.3,,6.98,,0.388,2460600.5,0.00594,2.54,"Otto Matic"
"496817 (1989 VB)",Y,Y,1.862,0.4601,2.18,37.85,330.92,278.40,0.4,,14.533,,0.388,2460600.5,0.0168,2.54,"Otto Matic"
"496860 (1999 XL136)",Y,Y,1.819,0.6465,8.91,269.97,275.47,28.38,,,,,0.4017,2460600.5,0.00425,2.45,"Otto Matic"
"496901 (2001 HB)",Y,Y,1.314,0.6940,9.28,195.82,238.00,260.14,,,,,0.6544,2460600.5,0.0133,1.51,"Otto Matic"
"497117 (2004 FU4)",Y,Y,1.26,0.2639,23.25,31.56,46.31,296.47,,,,,0.6967,2460600.5,0.00256,1.41,"Otto Matic"
"499582 (2010 TH19)",Y,Y,1.464,0.3101,6.83,254.20,201.50,277.30,0.461,,,,0.5562,2460600.5,0.0368,1.77,"Otto Matic"
"500080 (2011 WV134)",Y,Y,2.795,0.6753,6.02,157.64,25.90,250.63,,,10.105,,0.2109,2460600.5,0.018,4.67,"Otto Matic"
"503861 (1998 WZ1)",Y,Y,2.163,0.5566,4.31,344.84,137.37,35.72,,,,,0.3098,2460600.5,0.023,3.18,"Otto Matic"
"503941 (2003 UV11)",Y,Y,1.453,0.7626,5.93,31.78,124.95,324.10,0.260,,18.25,,0.5625,2460600.5,0.00787,1.75,"Otto Matic"
"504034 (2005 UJ159)",Y,Y,3.343,0.8317,35.61,80.25,95.79,26.44,,,,,0.1613,2460600.5,0.0389,6.11,Giorgini
"504256 (2006 VD13)",Y,Y,1.948,0.4837,11.71,313.94,162.89,185.93,,,,,0.3625,2460600.5,0.0336,2.72,"Otto Matic"
"504680 (2009 EO2)",Y,Y,1.712,0.4807,11.48,264.63,220.60,2.81,,,,,0.4401,2460600.5,0.0127,2.24,"Otto Matic"
"504800 (2010 CO1)",Y,Y,1.013,0.2179,24.02,351.56,252.71,78.84,0.380,,,,0.9671,2460600.5,0.0222,1.02,"Otto Matic"
"505178 (2012 TV78)",Y,Y,1.816,0.5488,7.47,251.75,244.94,268.57,,,,,0.4028,2460600.5,0.014,2.45,"Otto Matic"
"505657 (2014 SR339)",Y,Y,1.299,0.3038,29.79,138.74,299.64,217.16,0.971,,8.71,,0.6654,2460600.5,0.0368,1.48,"Otto Matic"
"506074 Svarog (2015 UM67)",Y,Y,1.558,0.6874,6.01,150.02,132.27,247.70,0.665,,,,0.5069,2460600.5,0.0482,1.94,"Otto Matic"
"506491 (2003 UW29)",Y,Y,1.17,0.8386,3.76,196.48,55.27,255.96,,,,,0.7792,2460600.5,0.0181,1.26,"Otto Matic"
"506732 (2006 VW2)",Y,Y,1.236,0.2944,10.05,229.77,299.68,290.05,,,,,0.7173,2460600.5,0.0145,1.37,"Otto Matic"
"506859 (2007 VW137)",Y,Y,2.236,0.7348,5.83,297.40,247.48,351.64,,,,,0.2947,2460600.5,0.032,3.34,"Otto Matic"
"507716 (2013 UP8)",Y,Y,2.535,0.6191,47.83,55.16,187.36,318.58,,,,,0.2442,2460600.5,0.0405,4.04,"Otto Matic"
"508774 (1999 JE1)",Y,Y,1.323,0.7017,20.91,53.06,302.74,214.12,,,,,0.6475,2460600.5,0.0251,1.52,"Otto Matic"
"508908 (2003 YX1)",Y,Y,0.8797,0.2670,5.76,89.62,223.14,197.32,,,,,1.195,2460600.5,0.0118,0.825,"Otto Matic"
"508967 (2004 VC17)",Y,Y,1.895,0.8109,20.40,229.17,65.16,247.56,,,,,0.3778,2460600.5,0.00164,2.61,"Otto Matic"
"509191 (2006 OC5)",Y,Y,2.402,0.6521,4.74,149.09,245.80,305.36,,,,,0.2648,2460600.5,0.0145,3.72,"Otto Matic"
"509352 (2007 AG)",Y,Y,0.7206,0.3741,11.95,283.22,5.71,192.55,,,,,1.611,2460600.5,0.0046,0.612,"Otto Matic"
"509456 (2007 LF)",Y,Y,1.682,0.4198,6.99,239.39,333.92,359.45,,,,,0.4516,2460600.5,0.00257,2.18,"Otto Matic"
"509821 (2008 WQ63)",Y,Y,1.734,0.6071,0.92,317.08,229.02,308.58,,,,,0.4316,2460600.5,0.00798,2.28,"Otto Matic"
"509935 (2009 QL8)",Y,Y,1.931,0.5409,4.24,84.47,339.66,202.68,,,9.0913,,0.3672,2460600.5,0.028,2.68,"Otto Matic"
"510055 (2010 FH81)",Y,Y,1.226,0.2105,16.80,84.60,158.31,223.80,0.200,,,,0.7264,2460600.5,0.034,1.36,"Otto Matic"
"510529 (2012 EY11)",Y,Y,1.148,0.1508,9.02,167.58,238.88,185.06,,,,,0.8009,2460600.5,0.0288,1.23,"Otto Matic"
"511008 (2013 PX6)",Y,Y,2.597,0.6515,13.66,187.37,229.70,225.56,1.647,,,,0.2355,2460600.5,0.0298,4.19,"Otto Matic"
"511684 (2015 BN509)",Y,Y,1.007,0.5685,4.15,120.08,143.20,166.20,0.315,,5.6713,,0.9756,2460600.5,0.0248,1.01,"Otto Matic"
"512234 (2015 VO66)",Y,Y,0.9522,0.6000,14.02,64.46,219.30,291.01,,,,,1.061,2460600.5,0.0436,0.929,"Otto Matic"
"513126 (1998 QP)",Y,Y,1.786,0.5826,9.35,326.43,78.46,325.88,,,,,0.4131,2460600.5,0.0139,2.39,"Otto Matic"
"513171 (2004 MD6)",Y,Y,0.9509,0.5630,29.32,263.84,231.46,47.22,,,,,1.063,2460600.5,0.00814,0.927,"Otto Matic"
"513312 (2007 DM41)",Y,Y,1.181,0.5278,2.26,1.70,274.49,211.78,,,,,0.7676,2460600.5,0.00745,1.28,"Otto Matic"
"513489 (2009 EV)",Y,Y,1.728,0.5235,17.00,138.55,250.28,25.45,,,,,0.4337,2460600.5,0.0312,2.27,"Otto Matic"
"514150 (2015 KJ57)",Y,Y,1.559,0.4039,2.63,14.40,336.45,239.72,,,,,0.5064,2460600.5,0.0123,1.95,"Otto Matic"
"514568 (1994 RC)",Y,Y,2.264,0.6036,4.76,344.25,286.54,313.52,,,,,0.2894,2460600.5,0.0381,3.41,"Otto Matic"
"514596 (2003 FG)",Y,Y,1.241,0.7150,15.66,6.98,312.92,166.36,,,8.6763,,0.7125,2460600.5,0.0438,1.38,"Otto Matic"
"515767 (2015 JA2)",Y,Y,1.034,0.3491,16.42,126.60,246.26,233.79,,,0.9801,,0.9376,2460600.5,0.0432,1.05,"Otto Matic"
"516154 (2016 CL32)",Y,Y,1.543,0.4601,12.21,123.49,292.95,214.31,,,11.181,,0.5141,2460600.5,0.0249,1.92,"Otto Matic"
"516155 (2016 DP)",Y,Y,1.023,0.4771,13.33,54.36,254.01,32.94,,,,,0.9531,2460600.5,0.0318,1.03,"Otto Matic"
"517103 (2013 EM20)",Y,Y,1.371,0.3179,8.36,73.88,350.16,157.18,,,8.038,,0.6138,2460600.5,0.0424,1.61,"Otto Matic"
"517681 (2015 DE198)",Y,Y,2.063,0.5832,12.26,33.23,218.11,50.47,,,33.558,,0.3327,2460600.5,0.042,2.96,"Otto Matic"
"518640 (2008 KZ5)",Y,Y,1.844,0.4545,8.36,142.55,194.42,160.69,,,5.789,,0.3937,2460600.5,0.00313,2.5,"Otto Matic"
"518678 (2008 UZ94)",Y,Y,2.191,0.5725,30.25,248.22,159.72,322.94,,,6.36,,0.3039,2460600.5,0.0264,3.24,"Otto Matic"
"518810 (2010 CF19)",Y,Y,1.193,0.2700,7.18,154.71,265.31,142.87,0.083,,,,0.7563,2460600.5,0.0325,1.3,"Otto Matic"
"518847 (2010 DM)",Y,Y,2.081,0.8399,5.00,140.75,221.04,8.79,,,,,0.3284,2460600.5,0.0325,3,"Otto Matic"
"522684 (2016 JP)",Y,Y,0.9939,0.3836,11.33,202.55,255.63,264.69,,,3.2905,,0.9947,2460600.5,0.029,0.991,"Otto Matic"
"523589 (2001 HA4)",Y,Y,2.69,0.7934,17.18,354.01,95.66,134.96,1.851,,,,0.2234,2460600.5,0.025,4.41,"Otto Matic"
"523598 (2003 ED50)",Y,Y,1.416,0.5470,33.72,173.48,94.01,258.77,,,,,0.5848,2460600.5,0.0273,1.69,"Otto Matic"
"523606 (2005 CJ)",Y,Y,1.75,0.5256,1.08,357.82,81.99,203.33,,,,,0.4259,2460600.5,0.00732,2.31,"Otto Matic"
"523609 (2005 PJ2)",Y,Y,1.198,0.6594,17.42,326.43,128.89,169.53,,,1.42,,0.7515,2460600.5,0.0445,1.31,"Otto Matic"
"523623 (2008 CB22)",Y,Y,2.365,0.6533,7.27,51.17,33.42,227.64,,,,,0.271,2460600.5,0.0464,3.64,"Otto Matic"
"523630 (2009 OG)",Y,Y,2.706,0.8586,48.39,309.33,114.20,137.74,,,,,0.2214,2460600.5,0.0432,4.45,"Otto Matic"
"523650 (2011 GQ61)",Y,Y,1.59,0.4121,65.16,333.51,155.09,279.23,,,,,0.4915,2460600.5,0.0266,2.01,"Otto Matic"
"523654 (2011 SR5)",Y,Y,1.178,0.7057,29.13,180.10,305.55,36.93,,,10.07,,0.7707,2460600.5,0.000164,1.28,"Otto Matic"
"523656 (2011 WO4)",Y,Y,1.738,0.4977,60.94,225.18,235.99,206.67,,,,,0.4303,2460600.5,0.0299,2.29,"Otto Matic"
"523662 (2012 MU2)",Y,Y,2.055,0.5138,11.22,250.30,16.60,64.04,,,,,0.3345,2460600.5,0.00102,2.95,"Otto Matic"
"523664 (2012 OD1)",Y,Y,0.8288,0.5029,42.26,303.73,224.36,191.12,0.346,,12.63,,1.306,2460600.5,0.0376,0.754,"Otto Matic"
"523685 (2014 DN112)",Y,Y,1.848,0.4939,4.30,260.18,145.91,143.77,,,,,0.3922,2460600.5,0.00279,2.51,"Otto Matic"
"523732 (2014 PG51)",Y,Y,1.206,0.4528,3.79,275.74,294.16,311.74,,,,,0.7444,2460600.5,0.0231,1.32,"Otto Matic"
"523775 (2014 YB35)",Y,Y,1.877,0.4833,12.64,3.72,188.64,256.67,0.279,,3.277,,0.3833,2460600.5,0.0208,2.57,"Otto Matic"
"523788 (2015 FP118)",Y,Y,2.121,0.5497,2.68,201.34,108.16,1.51,,,3.0917,,0.3191,2460600.5,0.03,3.09,"Otto Matic"
"523804 (2000 YF29)",Y,Y,1.492,0.3713,6.30,124.74,28.10,355.90,,,,,0.5407,2460600.5,0.00855,1.82,"Otto Matic"
"523808 (2007 ML24)",Y,Y,0.7588,0.3584,33.43,281.87,201.50,287.12,,,,,1.491,2460600.5,0.0221,0.661,"Otto Matic"
"523813 (2008 VB1)",Y,Y,1.278,0.2751,10.32,50.35,136.98,264.03,,,,,0.6821,2460600.5,0.0191,1.44,"Otto Matic"
"523814 (2008 WN2)",Y,Y,1.418,0.3118,3.75,227.09,283.40,95.98,,,,,0.5837,2460600.5,0.0493,1.69,"Otto Matic"
"523816 (2009 ST103)",Y,Y,2.701,0.7184,15.74,226.45,234.66,126.30,0.851,,,,0.2221,2460600.5,0.0371,4.44,"Otto Matic"
"523818 (2010 SH13)",Y,Y,1.206,0.1370,13.86,190.58,11.02,13.99,,,,,0.7442,2460600.5,0.0454,1.32,"Otto Matic"
"523820 (2011 GN44)",Y,Y,2.245,0.5976,55.01,16.93,319.39,307.31,,,,,0.293,2460600.5,0.00541,3.36,"Otto Matic"
"523934 (1998 FF14)",Y,Y,1.253,0.3123,38.69,359.83,301.12,251.74,,,,,0.7025,2460600.5,0.0276,1.4,"Otto Matic"
"523950 (1998 SZ27)",Y,Y,0.9051,0.5068,23.64,166.68,47.73,182.41,,,,,1.145,2460600.5,0.00759,0.861,"Otto Matic"
"524475 (2002 KJ4)",Y,Y,2.271,0.5570,27.92,75.52,155.48,207.24,,,,,0.288,2460600.5,0.0251,3.42,"Otto Matic"
"524522 Zoozve (2002 VE68)",Y,Y,0.7236,0.4102,9.04,231.47,355.41,48.01,,,13.5,,1.601,2460600.5,0.0262,0.616,"Otto Matic"
"524594 (2003 NW1)",Y,Y,2.424,0.6432,6.16,265.02,118.89,207.85,,,37.7,,0.2611,2460600.5,0.0256,3.77,"Otto Matic"
"525229 (2004 UU1)",Y,Y,1.226,0.2732,29.97,217.76,113.63,295.27,,,,,0.726,2460600.5,0.0269,1.36,"Otto Matic"
"525231 (2004 VB)",Y,Y,1.459,0.4090,10.86,52.35,71.61,77.99,,,,,0.5594,2460600.5,0.0437,1.76,"Otto Matic"
"525268 (2004 XL14)",Y,Y,0.7595,0.4104,21.46,85.60,157.59,202.64,,,,,1.489,2460600.5,0.0279,0.662,"Otto Matic"
"525356 (2005 BG14)",Y,Y,1.993,0.7275,21.68,94.91,281.04,24.82,,,,,0.3503,2460600.5,0.0301,2.81,"Otto Matic"
"525484 (2005 GL)",Y,Y,1.056,0.3063,15.90,43.61,265.35,278.68,,,,,0.9079,2460600.5,0.00624,1.09,"Otto Matic"
"526587 (2006 TB)",Y,Y,1.562,0.3245,27.57,169.30,180.99,93.49,,,,,0.5049,2460600.5,0.0487,1.95,"Otto Matic"
"526670 (2006 UL217)",Y,Y,1.43,0.3486,9.92,45.18,310.12,201.09,,,,,0.5763,2460600.5,0.0213,1.71,"Otto Matic"
"526878 (2007 FE)",Y,Y,1.794,0.4570,7.00,122.62,135.21,90.40,,,,,0.4103,2460600.5,0.0269,2.4,"Otto Matic"
"527715 (2007 YQ56)",Y,Y,1.141,0.2881,26.45,276.00,273.09,213.19,,,60.8,,0.8087,2460600.5,0.0127,1.22,"Otto Matic"
"528159 (2008 HS3)",Y,Y,1.35,0.2255,8.17,227.69,5.04,166.33,,,10.68,,0.6282,2460600.5,0.0382,1.57,"Otto Matic"
"528804 (2009 BJ58)",Y,Y,1.849,0.7127,13.02,131.14,85.94,61.52,,,,,0.3919,2460600.5,0.016,2.52,"Otto Matic"
"529366 (2009 WM1)",Y,Y,1.181,0.1689,25.77,240.25,162.64,241.67,,,,,0.7684,2460600.5,0.000225,1.28,"Otto Matic"
"529668 (2010 JL33)",Y,Y,2.677,0.7350,5.38,52.45,309.89,70.72,1.778,,9.443,,0.225,2460600.5,0.0313,4.38,"Otto Matic"
"529753 (2010 MF1)",Y,Y,2.498,0.5882,9.10,286.94,27.84,212.69,0.363,,,,0.2496,2460600.5,0.0425,3.95,"Otto Matic"
"529951 (2010 UD)",Y,Y,1.098,0.2640,26.29,23.74,262.26,130.20,,,,,0.8569,2460600.5,0.0126,1.15,"Otto Matic"
"530085 (2010 XC11)",Y,Y,2.519,0.8492,9.12,94.09,121.47,139.28,,,,,0.2466,2460600.5,0.0319,4,"Otto Matic"
"530520 (2011 LT17)",Y,Y,1.1,0.2874,20.90,83.45,270.62,146.20,,,1.291,,0.8546,2460600.5,0.00173,1.15,"Otto Matic"
"530974 (2012 BN11)",Y,Y,1.457,0.3950,4.36,153.71,69.77,39.68,,,5.357,,0.5602,2460600.5,0.0216,1.76,"Otto Matic"
"531060 (2012 DJ61)",Y,Y,0.9176,0.5153,53.63,346.27,311.96,21.87,,,,,1.121,2460600.5,0.03,0.879,"Otto Matic"
"531277 (2012 MM11)",Y,Y,2.113,0.6479,3.18,245.42,124.24,341.40,,,13.,,0.3208,2460600.5,0.0112,3.07,"Otto Matic"
"531899 (2013 BE19)",Y,Y,0.9113,0.2974,31.01,309.26,311.97,65.21,,,115,,1.133,2460600.5,0.0462,0.87,"Otto Matic"
"531914 (2013 BW76)",Y,Y,2.058,0.5337,40.36,58.22,0.56,350.41,,,,,0.3338,2460600.5,0.0281,2.95,"Otto Matic"
"531944 (2013 CU83)",Y,Y,1.285,0.1829,10.34,303.33,18.84,176.89,,,,,0.677,2460600.5,0.0424,1.46,"Otto Matic"
"533011 (2014 AY28)",Y,Y,1.425,0.2826,5.71,169.57,22.73,71.50,,,0.9139,,0.5791,2460600.5,0.0381,1.7,"Otto Matic"
"533372 (2014 GG17)",Y,Y,1.367,0.3525,39.15,195.28,239.58,297.85,,,,,0.6168,2460600.5,0.0155,1.6,"Otto Matic"
"533671 (2014 LJ21)",Y,Y,2.889,0.8956,24.28,126.58,302.90,51.35,,,16.41,,0.2007,2460600.5,0.0262,4.91,"Otto Matic"
"533722 (2014 NE52)",Y,Y,2.385,0.6585,3.86,54.52,337.61,256.99,0.701,,,,0.2675,2460600.5,0.0357,3.68,"Otto Matic"
"535844 (2015 BY310)",Y,Y,1.587,0.4008,4.79,328.41,229.53,277.70,,,0.0926702,,0.493,2460600.5,0.0243,2,"Otto Matic"
"536531 (2015 DV215)",Y,Y,1.538,0.4027,13.20,13.92,41.37,73.05,,,,,0.5166,2460600.5,0.00744,1.91,"Otto Matic"
"537395 (2015 LG2)",Y,Y,1.26,0.1817,21.29,133.11,188.91,179.81,,,16.31,,0.6973,2460600.5,0.0188,1.41,"Otto Matic"
"538212 (2016 CA136)",Y,Y,2.032,0.7812,1.26,239.74,125.01,18.73,0.654,,,,0.3404,2460600.5,0.00705,2.9,"Otto Matic"
"539063 (2016 MK1)",Y,Y,1.5,0.7160,10.78,178.30,240.70,94.81,,,,,0.5362,2460600.5,0.0246,1.84,"Otto Matic"
"549948 (2011 WL2)",Y,Y,1.078,0.2834,14.13,212.91,88.85,275.83,,,,,0.8811,2460600.5,0.00173,1.12,"Otto Matic"
"551685 (2013 HT15)",Y,Y,1.101,0.4229,2.92,23.28,315.92,265.36,,,,,0.8529,2460600.5,0.0269,1.16,"Otto Matic"
"576763 (2012 UR136)",Y,Y,1.916,0.4607,6.06,87.51,202.78,238.36,,,,,0.3716,2460600.5,0.0323,2.65,"Otto Matic"
"585310 (2017 YZ1)",Y,Y,1.328,0.3351,20.87,277.70,298.49,99.80,,,,,0.6442,2460600.5,0.000695,1.53,"Otto Matic"
"605070 (2016 BT39)",Y,Y,1.968,0.5382,8.96,174.97,203.19,80.29,,,,,0.3569,2460600.5,0.0478,2.76,"Otto Matic"
"606441 (2017 YT5)",Y,Y,1.796,0.4192,36.47,133.53,197.04,46.85,,,,,0.4094,2460600.5,0.0428,2.41,"Otto Matic"
"612012 (1983 LC)",Y,Y,2.603,0.7146,1.56,159.69,184.90,270.70,,,,,0.2346,2460600.5,0.0248,4.2,"Otto Matic"
"612050 (1997 GL3)",Y,Y,2.27,0.7844,6.68,194.34,262.58,23.62,,,7.572,,0.2881,2460600.5,0.00357,3.42,"Otto Matic"
"612098 (1999 RM45)",Y,Y,1.684,0.6446,10.89,162.63,88.91,215.47,,,3.0697,,0.451,2460600.5,0.00316,2.19,"Otto Matic"
"612143 (2000 BO28)",Y,Y,1.699,0.6003,6.34,319.73,303.41,1.98,,,3.2392,,0.4451,2460600.5,0.0476,2.21,"Otto Matic"
"612227 (2001 QC34)",Y,Y,1.129,0.1876,6.24,271.45,215.47,332.57,,,,,0.822,2460600.5,0.0283,1.2,"Otto Matic"
"612267 (2001 SG286)",Y,Y,1.358,0.3474,7.77,241.11,56.28,236.56,,,,,0.6227,2460600.5,0.00445,1.58,"Otto Matic"
"612326 (2002 CD14)",Y,Y,1.779,0.5793,2.89,127.60,141.32,149.31,,,,,0.4154,2460600.5,0.0283,2.37,"Otto Matic"
"612337 (2002 EY2)",Y,Y,1.725,0.4866,21.73,343.39,51.10,67.64,,,,,0.4349,2460600.5,0.000554,2.27,"Otto Matic"
"612342 (2002 FC)",Y,Y,2.822,0.6660,6.76,50.10,195.23,249.51,,,,,0.2079,2460600.5,0.0304,4.74,"Otto Matic"
"612348 (2002 GZ8)",Y,Y,2.821,0.6402,5.32,309.75,161.48,287.59,,,25.381,,0.2081,2460600.5,0.0396,4.74,"Otto Matic"
"612356 (2002 JX8)",Y,Y,0.7699,0.3057,4.31,68.52,338.12,244.41,,,,,1.459,2460600.5,0.019,0.676,"Otto Matic"
"612358 (2002 JE9)",Y,Y,1.066,0.4165,8.77,199.83,255.90,201.66,,,,,0.8955,2460600.5,0.00642,1.1,"Otto Matic"
"612380 (2002 PF43)",Y,Y,1.644,0.3662,13.86,142.74,191.63,185.67,,,,,0.4677,2460600.5,0.0347,2.11,"Otto Matic"
"612509 (2002 UK11)",Y,Y,1.324,0.5753,5.37,69.18,84.54,107.30,,,8,,0.6472,2460600.5,0.0119,1.52,"Otto Matic"
"612522 (2002 VP69)",Y,Y,2.019,0.5270,10.12,306.83,189.04,202.97,,,,,0.3435,2460600.5,0.0226,2.87,"Otto Matic"
"612536 (2003 AA3)",Y,Y,1.421,0.2893,13.78,106.38,347.03,311.80,,,,,0.5819,2460600.5,0.0326,1.69,"Otto Matic"
"612780 (2004 MD)",Y,Y,1.917,0.5365,9.77,85.39,124.28,255.42,,,,,0.3712,2460600.5,0.0157,2.66,"Otto Matic"
"612786 (2004 PJ2)",Y,Y,1.418,0.3421,2.58,317.10,281.78,23.99,,,,,0.5837,2460600.5,0.0233,1.69,"Otto Matic"
"612813 (2004 RF84)",Y,Y,2.164,0.6038,23.29,344.52,122.61,71.76,,,,,0.3096,2460600.5,0.0347,3.18,"Otto Matic"
"612856 (2004 TP1)",Y,Y,1.291,0.3892,7.49,30.02,87.86,182.75,,,,,0.6717,2460600.5,0.0285,1.47,"Otto Matic"
"612901 (2004 XP14)",Y,Y,1.052,0.1586,32.95,281.01,273.74,54.12,,,100,,0.9136,2460600.5,0.000579,1.08,"Otto Matic"
"612924 (2005 CL)",Y,Y,1.986,0.7547,4.45,318.37,298.57,338.02,,,,,0.352,2460600.5,0.0239,2.8,"Otto Matic"
"612989 (2005 LW39)",Y,Y,1.988,0.7156,28.47,251.45,275.19,341.28,,,,,0.3515,2460600.5,0.0276,2.8,"Otto Matic"
"613286 (2005 YQ96)",Y,Y,0.7434,0.3336,22.23,282.66,340.14,314.69,,,,,1.538,2460600.5,0.0183,0.641,"Otto Matic"
"613403 (2006 GB)",Y,Y,0.9585,0.1795,10.07,183.68,242.92,8.63,,,11.83,,1.05,2460600.5,0.011,0.938,"Otto Matic"
"613450 (2006 PY17)",Y,Y,1.895,0.6404,2.85,309.91,133.19,303.70,,,,,0.3777,2460600.5,0.0255,2.61,"Otto Matic"
"613569 (2006 TU7)",Y,Y,0.8513,0.4703,2.95,91.35,69.22,242.73,,,,,1.255,2460600.5,0.0235,0.785,"Otto Matic"
"613714 (2007 DL41)",Y,Y,1.457,0.4765,4.67,150.72,140.23,286.02,,,,,0.5603,2460600.5,0.0462,1.76,"Otto Matic"
"613726 (2007 EF)",Y,Y,0.8203,0.4101,21.73,158.34,226.04,348.52,0.260,,,,1.327,2460600.5,0.0241,0.743,"Otto Matic"
"613986 (2008 JG)",Y,Y,1.051,0.2959,7.92,128.74,242.35,324.38,,,,,0.9141,2460600.5,0.0493,1.08,"Otto Matic"
"614134 (2008 TC4)",Y,Y,0.7804,0.5544,10.65,212.54,324.35,320.86,,,,,1.43,2460600.5,0.00328,0.689,"Otto Matic"
"614433 (2009 KK)",Y,Y,1.502,0.4552,18.21,68.12,247.34,95.41,,,,,0.5352,2460600.5,0.000922,1.84,"Otto Matic"
"614470 Flordeneu (2009 ST19)",Y,Y,2.361,0.5949,6.73,0.13,336.93,59.52,,,,,0.2717,2460600.5,0.00973,3.63,"Otto Matic"
"618350 (2021 PS2)",Y,Y,1.554,0.4735,7.92,163.29,79.01,257.34,,,,,0.5088,2460600.5,0.0352,1.94,"Otto Matic"
"619106 (2005 SQ)",Y,Y,1.654,0.5748,1.20,317.11,294.98,28.92,,,,,0.4633,2460600.5,0.00554,2.13,"Otto Matic"
"619920 (2006 KY86)",Y,Y,2.294,0.6486,7.47,222.29,321.65,114.32,,,,,0.2837,2460600.5,0.0483,3.47,"Otto Matic"
"620055 (2003 BK47)",Y,Y,2.749,0.7062,20.66,138.78,235.34,318.54,,,45.1,,0.2163,2460600.5,0.0194,4.56,"Otto Matic"
"620056 (2004 UR1)",Y,Y,2.175,0.6164,4.08,250.92,73.45,99.22,,,,,0.3072,2460600.5,0.0193,3.21,"Otto Matic"
"620063 (2009 DH39)",Y,Y,1.849,0.6001,53.69,155.39,68.25,58.35,,,,,0.392,2460600.5,0.0176,2.51,"Otto Matic"
"620066 (2010 SC41)",Y,Y,1.866,0.6068,0.25,235.53,267.58,142.47,,,5.665,,0.3868,2460600.5,0.00113,2.55,"Otto Matic"
"620071 (2011 WN15)",Y,Y,1.217,0.8580,33.43,75.55,218.57,249.46,,,2.9656,,0.7343,2460600.5,0.00309,1.34,"Otto Matic"
"620082 (2014 QL433)",Y,Y,2.092,0.7170,4.43,322.63,260.62,158.82,,,,,0.3258,2460600.5,0.00901,3.02,"Otto Matic"
"620084 (2014 WD201)",Y,Y,2.095,0.5026,8.47,105.68,199.82,158.22,,,,,0.325,2460600.5,0.0401,3.03,"Otto Matic"
"620085 (2014 WG365)",Y,Y,1.296,0.3333,25.12,71.31,111.13,155.10,,,,,0.6683,2460600.5,0.0131,1.47,"Otto Matic"
"620092 (2015 HB10)",Y,Y,1.853,0.5716,5.70,6.12,79.69,346.91,,,,,0.3906,2460600.5,0.0263,2.52,"Otto Matic"
"620094 (2016 AJ193)",Y,Y,3.261,0.8163,22.57,331.16,82.14,185.53,1.374,,,,0.1673,2460600.5,0.015,5.89,"Otto Matic"
"620095 (2016 CB194)",Y,Y,2.512,0.6322,9.88,48.47,325.74,119.35,,,,,0.2476,2460600.5,0.000243,3.98,"Otto Matic"
