"full_name","neo","pha","a","e","i","om","w","ma","diameter","extent","rot_per","GM","n","epoch","moid","per_y","producer"
"153814 (2001 WN5)",Y,Y,1.712,0.4670,1.92,277.35,44.67,110.47,0.932,,4.253,,0.4401,2460600.5,0.0015,2.24,"Otto Matic"
"153958 (2002 AM31)",Y,Y,1.703,0.4515,4.64,144.37,197.96,166.89,,,2.8174,,0.4435,2460600.5,0.0314,2.22,"Otto Matic"
"154019 (2002 CZ9)",Y,Y,1.325,0.3601,4.97,142.84,80.88,264.53,,,,,0.6459,2460600.5,0.026,1.53,"Otto Matic"
"154269 (2002 SM)",Y,Y,1.872,0.4865,14.40,10.78,217.51,300.04,,,,,0.3849,2460600.5,0.0251,2.56,"Otto Matic"
"154275 (2002 SR41)",Y,Y,1.084,0.4907,11.58,247.77,258.20,119.73,,,2.283,,0.8737,2460600.5,0.0355,1.13,"Otto Matic"
"154276 (2002 SY50)",Y,Y,1.704,0.6888,8.75,34.03,99.68,288.08,1.060,,4.823,,0.4429,2460600.5,0.00387,2.23,"Otto Matic"
"154302 (2002 UQ3)",Y,Y,1.72,0.5615,28.83,222.70,280.97,230.42,,,4.329,,0.4371,2460600.5,0.0404,2.25,"Otto Matic"
"154330 (2002 VX94)",Y,Y,1.477,0.4086,7.16,320.06,215.23,353.41,,,8.932,,0.5493,2460600.5,0.032,1.79,"Otto Matic"
"154590 (2003 MA3)",Y,Y,1.105,0.4022,1.42,152.67,228.88,56.99,0.086,,,,0.8484,2460600.5,0.0131,1.16,"Otto Matic"
"155338 (2006 MZ1)",Y,Y,1.569,0.4826,2.08,226.58,138.70,81.14,,,,,0.5014,2460600.5,0.013,1.97,"Otto Matic"
"159504 (2000 WO67)",Y,Y,2.433,0.6172,9.69,107.57,237.82,138.95,2.324,,7.84,,0.2597,2460600.5,0.0497,3.8,"Otto Matic"
"159857 (2004 LJ1)",Y,Y,2.263,0.5935,23.15,235.54,140.02,319.37,3.070,,2.72627,,0.2895,2460600.5,0.0159,3.4,"Otto Matic"
"161989 Cacus (1978 CA)",Y,Y,1.123,0.2139,26.06,161.21,102.09,338.81,1.9,,3.7538,,0.8285,2460600.5,0.0153,1.19,"Otto Matic"
"162000 (1990 OS)",Y,Y,1.678,0.4624,1.09,346.51,21.59,239.67,0.4,,2.536,,0.4532,2460600.5,0.00896,2.17,"Otto Matic"
"162039 (1996 JG)",Y,Y,1.802,0.6604,5.28,52.83,280.26,246.30,,,,,0.4076,2460600.5,0.0122,2.42,"Otto Matic"
"162082 (1998 HL1)",Y,Y,1.246,0.1870,20.05,213.53,148.66,228.22,,,11.7864,,0.7084,2460600.5,0.0416,1.39,"Otto Matic"
"162116 (1998 SA15)",Y,Y,1.916,0.5585,7.11,114.17,331.44,267.66,0.538,,,,0.3717,2460600.5,0.0465,2.65,"Otto Matic"
"162120 (1998 SH36)",Y,Y,1.088,0.5709,2.13,217.82,278.85,279.53,,,,,0.8687,2460600.5,0.012,1.13,"Otto Matic"
"162162 (1999 DB7)",Y,Y,1.206,0.1949,10.84,157.59,29.93,110.33,,,,,0.7444,2460600.5,0.00348,1.32,"Otto Matic"
"162173 Ryugu (1999 JU3)",Y,Y,1.191,0.1911,5.87,251.29,211.61,327.33,0.896,1.004x0.876,7.63262,3.00e-8,0.7583,2460600.5,0.00117,1.3,"Otto Matic"
"162183 (1999 NB5)",Y,Y,2.072,0.5351,1.43,235.31,123.19,143.03,,,,,0.3304,2460600.5,0.013,2.98,"Otto Matic"
"162210 (1999 SM5)",Y,Y,2.306,0.6950,5.19,327.62,319.31,82.39,,,6.23,,0.2815,2460600.5,0.0496,3.5,"Otto Matic"
"162361 (2000 AF6)",Y,Y,0.8758,0.4110,2.71,109.86,201.27,188.82,,,3.4558,,1.203,2460600.5,0.0227,0.82,"Otto Matic"
"162416 (2000 EH26)",Y,Y,1.855,0.4780,0.40,215.25,19.22,243.90,,,24,,0.3902,2460600.5,0.000924,2.53,"Otto Matic"
"162421 (2000 ET70)",Y,Y,0.9467,0.1238,22.32,331.12,46.07,31.49,,,8.947,,1.07,2460600.5,0.0317,0.921,"Otto Matic"
"162422 (2000 EV70)",Y,Y,1.207,0.5311,1.40,108.93,314.50,240.88,,,,,0.7431,2460600.5,0.012,1.33,"Otto Matic"
"162474 (2000 LB16)",Y,Y,1.241,0.3574,50.71,80.85,285.25,163.39,,,,,0.7132,2460600.5,0.00479,1.38,"Otto Matic"
"162510 (2000 QW69)",Y,Y,1.376,0.3023,38.14,344.33,220.73,91.40,1.406,,,,0.6105,2460600.5,0.0262,1.61,"Otto Matic"
"162567 (2000 RW37)",Y,Y,1.247,0.2501,13.75,333.29,133.29,12.21,0.335,,2.439,,0.7075,2460600.5,0.00905,1.39,"Otto Matic"
"162687 (2000 UH1)",Y,Y,1.875,0.5436,14.77,76.13,40.97,92.72,,,,,0.3838,2460600.5,0.0339,2.57,"Otto Matic"
"162695 (2000 UL11)",Y,Y,2.122,0.6354,2.19,333.18,152.12,246.49,,,,,0.3187,2460600.5,0.0229,3.09,"Otto Matic"
"162783 (2000 YJ11)",Y,Y,1.314,0.2323,7.26,64.92,339.16,327.02,,,,,0.6546,2460600.5,0.0302,1.51,"Otto Matic"
"162825 (2001 BO61)",Y,Y,1.773,0.7444,9.07,159.52,79.16,338.79,,,,,0.4174,2460600.5,0.0163,2.36,"Otto Matic"
"162882 (2001 FD58)",Y,Y,1.092,0.5752,6.50,341.15,46.02,348.46,,,,,0.8633,2460600.5,0.0328,1.14,"Otto Matic"
"162922 (2001 OY13)",Y,Y,1.319,0.3820,10.30,284.18,291.31,174.17,,,,,0.651,2460600.5,0.0131,1.51,"Otto Matic"
"162979 (2001 RA12)",Y,Y,2.037,0.5441,17.09,311.58,326.05,359.93,,,,,0.3391,2460600.5,0.0207,2.91,"Otto Matic"
"162998 (2001 SK162)",Y,Y,1.926,0.4743,1.68,285.29,186.45,181.51,0.875,,68,,0.3687,2460600.5,0.0301,2.67,"Otto Matic"
"163014 (2001 UA5)",Y,Y,1.787,0.4456,9.94,58.62,27.68,207.87,,,,,0.4125,2460600.5,0.032,2.39,"Otto Matic"
"163026 (2001 XR30)",Y,Y,1.297,0.3652,11.86,247.85,294.50,106.07,,,,,0.6672,2460600.5,0.0209,1.48,"Otto Matic"
"163051 (2001 YJ4)",Y,Y,2.274,0.5676,9.29,247.77,322.44,208.69,,,4.693,,0.2874,2460600.5,0.0316,3.43,"Otto Matic"
"163067 (2002 AP3)",Y,Y,2.046,0.5862,7.61,87.30,117.82,254.83,,,,,0.3368,2460600.5,0.0126,2.93,"Otto Matic"
"163132 (2002 CU11)",Y,Y,1.22,0.2952,48.78,157.74,110.53,229.17,0.460,,,,0.7317,2460600.5,0.000225,1.35,"Otto Matic"
"163243 (2002 FB3)",Y,Y,0.7616,0.6016,20.28,203.56,148.34,109.40,1.682,,6.231,,1.483,2460600.5,0.00238,0.665,"Otto Matic"
"163249 (2002 GT)",Y,Y,1.344,0.3347,6.97,201.73,135.14,59.89,,,3.7663,,0.6323,2460600.5,0.0157,1.56,"Otto Matic"
"163348 (2002 NN4)",Y,Y,0.8758,0.4345,5.42,259.43,222.21,207.78,0.735,,14.5,,1.202,2460600.5,0.00719,0.82,"Otto Matic"
"163364 (2002 OD20)",Y,Y,1.365,0.3689,4.19,259.85,275.35,84.09,,,2.42,,0.6179,2460600.5,0.0266,1.6,"Otto Matic"
"163373 (2002 PZ39)",Y,Y,1.469,0.5465,1.67,328.77,260.13,196.11,,,148.7,,0.5534,2460600.5,0.00261,1.78,"Otto Matic"
"163683 (2002 YP2)",Y,Y,1.577,0.6881,20.63,52.46,281.41,31.53,,,,,0.4976,2460600.5,0.0192,1.98,"Otto Matic"
"163697 (2003 EF54)",Y,Y,1.609,0.4728,2.95,268.45,353.79,176.37,,,,,0.4827,2460600.5,0.0419,2.04,"Otto Matic"
"163818 (2003 RX7)",Y,Y,1.229,0.3545,10.39,241.01,245.91,68.68,0.386,,5.649,,0.723,2460600.5,0.0264,1.36,"Otto Matic"
"163899 (2003 SD220)",Y,Y,0.8276,0.2100,8.54,273.71,326.99,128.47,0.791,,285,,1.309,2460600.5,0.0173,0.753,"Otto Matic"
"164121 (2003 YT1)",Y,Y,1.11,0.2920,44.06,38.31,91.00,235.13,1.717,,2.343,,0.843,2460600.5,0.0046,1.17,"Otto Matic"
"164202 (2004 EW)",Y,Y,0.988,0.2791,4.67,342.90,56.21,79.77,,,11.1,,1.004,2460600.5,0.024,0.982,"Otto Matic"
"164207 (2004 GU9)",Y,Y,1.001,0.1359,13.65,38.41,279.48,63.63,0.163,,,,0.9837,2460600.5,0.00017,1,"Otto Matic"
"164211 (2004 JA27)",Y,Y,1.666,0.4233,2.26,67.76,270.22,128.89,,,,,0.4583,2460600.5,0.0328,2.15,"Otto Matic"
"164216 (2004 OT11)",Y,Y,2.153,0.5651,19.99,294.89,326.60,167.15,,,,,0.3119,2460600.5,0.0164,3.16,"Otto Matic"
"164400 (2005 GN59)",Y,Y,1.657,0.4679,6.63,218.96,203.05,169.72,,,38.69,,0.4622,2460600.5,0.0497,2.13,"Otto Matic"
"168318 (1989 DA)",Y,Y,2.162,0.5417,6.49,349.07,139.82,83.00,0.9,,3.925,,0.31,2460600.5,0.0463,3.18,"Otto Matic"
"170086 (2002 XR14)",Y,Y,1.905,0.6260,2.13,75.48,120.49,69.28,,,,,0.3749,2460600.5,0.0114,2.63,"Otto Matic"
"170903 (2004 WS2)",Y,Y,1.336,0.6031,8.27,87.67,115.46,267.96,,,,,0.638,2460600.5,0.0303,1.54,"Otto Matic"
"171576 (1999 VP11)",Y,Y,1.086,0.5836,17.28,208.08,61.74,111.24,,,2.796,,0.8711,2460600.5,0.00221,1.13,"Otto Matic"
"171839 (2001 JM1)",Y,Y,1.46,0.3108,17.08,226.64,321.98,118.84,,,5.7516,,0.5584,2460600.5,0.0478,1.77,"Otto Matic"
"172678 (2003 YM137)",Y,Y,2.559,0.7028,2.82,73.98,131.02,326.04,,,,,0.2407,2460600.5,0.0154,4.09,"Otto Matic"
"173561 (2000 YV137)",Y,Y,1.448,0.3109,28.00,137.22,211.38,330.30,,,2.722,,0.5656,2460600.5,0.0199,1.74,"Otto Matic"
"175706 (1996 FG3)",Y,Y,1.055,0.3501,1.97,299.50,24.06,32.72,1.196,,3.5942,,0.9095,2460600.5,0.0281,1.08,"Otto Matic"
"175729 (1998 BB10)",Y,Y,1.271,0.4246,11.54,124.27,259.25,280.61,,,,,0.6875,2460600.5,0.0226,1.43,"Otto Matic"
"177049 (2003 EE16)",Y,Y,1.418,0.6143,0.65,127.23,259.50,5.13,,,,,0.5838,2460600.5,9.66e-05,1.69,"Otto Matic"
"177614 (2004 HK33)",Y,Y,1.889,0.5204,5.44,104.70,221.54,294.36,,,,,0.3796,2460600.5,0.00818,2.6,"Otto Matic"
"179806 (2002 TD66)",Y,Y,1.858,0.5347,4.93,335.53,125.88,220.46,,,9.455,,0.3892,2460600.5,0.00591,2.53,"Otto Matic"
"180186 (2003 QZ30)",Y,Y,2.422,0.6315,8.57,178.04,243.10,198.78,,,,,0.2615,2460600.5,0.0455,3.77,"Otto Matic"
"184266 (2004 VW14)",Y,Y,2.121,0.5977,3.83,100.83,42.78,140.17,,,2.5009,,0.319,2460600.5,0.00756,3.09,"Otto Matic"
"185851 (2000 DP107)",Y,Y,1.365,0.3765,8.67,358.65,289.77,62.22,0.863,"0.992 x 0.938 x 0.964",2.7754,3.224e-8,0.6179,2460600.5,0.0149,1.6,"Otto Matic"
"186844 (2004 GA1)",Y,Y,2.43,0.6726,7.77,261.48,54.63,114.88,,,,,0.2602,2460600.5,0.0174,3.79,"Otto Matic"
"187040 (2005 JS108)",Y,Y,1.355,0.3222,6.04,110.84,244.00,28.42,0.430,,,,0.6246,2460600.5,0.0196,1.58,"Otto Matic"
"189040 (2000 MU1)",Y,Y,1.372,0.3825,13.09,130.03,63.78,84.71,,,,,0.613,2460600.5,0.0112,1.61,"Otto Matic"
"189865 (2003 NC)",Y,Y,1.406,0.8055,21.57,288.39,224.33,315.33,,,,,0.5914,2460600.5,0.038,1.67,"Otto Matic"
"192559 (1998 VO)",Y,Y,1.075,0.2266,10.06,228.12,75.97,182.11,,,,,0.8845,2460600.5,0.0253,1.11,"Otto Matic"
"192563 (1998 WZ6)",Y,Y,1.452,0.4078,24.76,68.68,110.75,226.25,,,,,0.5633,2460600.5,0.036,1.75,"Otto Matic"
"194006 (2001 SG10)",Y,Y,1.449,0.4243,4.26,184.93,101.62,114.85,,,,,0.5651,2460600.5,0.0173,1.74,"Otto Matic"
"194268 (2001 UY4)",Y,Y,1.453,0.7875,5.44,160.69,107.81,74.45,1.244,,6.802,,0.5628,2460600.5,0.0259,1.75,"Otto Matic"
"196068 (2002 TW55)",Y,Y,2.118,0.6645,59.35,33.54,251.12,85.27,,,,,0.3198,2460600.5,0.026,3.08,"Otto Matic"
"196625 (2003 RM10)",Y,Y,1.848,0.5917,13.72,341.17,287.44,166.92,,,,,0.3924,2460600.5,0.00504,2.51,"Otto Matic"
"197588 (2004 HE12)",Y,Y,1.845,0.4659,42.71,338.03,162.22,69.47,,,,,0.3931,2460600.5,0.0122,2.51,"Otto Matic"
"199003 (2005 WJ56)",Y,Y,0.959,0.1521,21.62,288.02,297.65,207.09,,,4.3825,,1.049,2460600.5,0.0236,0.939,"Otto Matic"
"199145 (2005 YY128)",Y,Y,1.649,0.7323,3.77,299.96,315.17,261.48,,,,,0.4655,2460600.5,0.0297,2.12,"Otto Matic"
"199801 (2007 AE12)",Y,Y,1.684,0.5694,2.29,245.44,86.98,128.40,,,,,0.4509,2460600.5,0.00656,2.19,"Otto Matic"
"200840 (2001 XN254)",Y,Y,2.32,0.5609,1.94,264.07,278.72,132.26,,,,,0.2788,2460600.5,0.041,3.53,"Otto Matic"
"202683 (2006 US216)",Y,Y,0.6371,0.5624,3.44,193.26,56.42,257.35,,,,,1.938,2460600.5,0.044,0.509,"Otto Matic"
"206378 (2003 RB)",Y,Y,1.788,0.4389,6.72,317.13,44.07,287.00,0.376,,37.5,,0.4121,2460600.5,0.0449,2.39,"Otto Matic"
"206910 (2004 NL8)",Y,Y,2.574,0.7156,5.02,150.90,278.14,302.11,,,,,0.2387,2460600.5,0.0213,4.13,"Otto Matic"
"207398 (2006 AS2)",Y,Y,2.091,0.6419,2.60,125.63,80.07,49.89,,,4.48,,0.3261,2460600.5,0.00992,3.02,Giorgini
"207945 (1991 JW)",Y,Y,1.039,0.1186,8.71,53.85,301.95,92.10,0.423,,3.1499,,0.9305,2460600.5,0.0201,1.06,"Otto Matic"
"208023 (1999 AQ10)",Y,Y,0.9338,0.2354,6.50,326.97,300.57,33.11,,,2.67,,1.092,2460600.5,0.00653,0.902,"Otto Matic"
"208115 (2000 CT101)",Y,Y,1.299,0.3547,23.30,135.55,292.43,278.65,,,,,0.6654,2460600.5,0.0129,1.48,"Otto Matic"
"212546 (2006 SV19)",Y,Y,2.133,0.5152,7.35,116.20,182.55,317.31,,,,,0.3165,2460600.5,0.0188,3.11,"Otto Matic"
"214869 (2007 PA8)",Y,Y,2.849,0.6530,2.00,141.30,293.85,175.77,,,102.24,,0.2049,2460600.5,0.0304,4.81,"Otto Matic"
"215588 (2003 HF2)",Y,Y,1.114,0.6755,3.06,189.88,231.04,195.33,0.488,,,,0.8383,2460600.5,0.00324,1.18,"Otto Matic"
"216115 (2006 SU19)",Y,Y,1.527,0.5864,2.09,152.22,10.63,92.91,,,,,0.5223,2460600.5,0.0351,1.89,"Otto Matic"
"216258 (2006 WH1)",Y,Y,1.671,0.4849,2.63,240.31,263.68,65.58,,,7.3,,0.4561,2460600.5,0.0237,2.16,"Otto Matic"
"216523 (2001 HY7)",Y,Y,0.9136,0.4122,5.21,205.05,211.33,90.01,,,0.042,,1.129,2460600.5,0.0355,0.873,"Otto Matic"
"216985 (2000 QK130)",Y,Y,1.181,0.2620,4.72,173.81,66.40,358.14,,,,,0.7684,2460600.5,0.000899,1.28,"Otto Matic"
"217430 (2005 SN25)",Y,Y,1.23,0.2706,13.01,168.27,45.20,121.18,,,,,0.7225,2460600.5,0.0263,1.36,"Otto Matic"
"217628 Lugh (1990 HA)",Y,Y,2.527,0.7115,4.44,177.75,316.15,160.51,1.4,,8.55,,0.2453,2460600.5,0.0334,4.02,"Otto Matic"
"220839 (2004 VA)",Y,Y,1.901,0.5949,3.69,109.45,43.48,180.72,,,6.7906,,0.3761,2460600.5,0.0231,2.62,"Otto Matic"
"221455 (2006 BC10)",Y,Y,2.017,0.6577,0.92,21.04,234.30,142.51,,,,,0.344,2460600.5,0.00609,2.87,"Otto Matic"
"221980 (1996 EO)",Y,Y,1.342,0.4008,21.59,356.46,64.69,213.52,0.432,,,,0.6342,2460600.5,0.0336,1.55,"Otto Matic"
"226514 (2003 UX34)",Y,Y,1.095,0.6159,2.56,4.30,218.58,241.15,,,,,0.86,2460600.5,0.0151,1.15,"Otto Matic"
"226554 (2003 WR21)",Y,Y,1.118,0.2615,9.27,85.76,108.11,123.09,0.482,,13.404,,0.8334,2460600.5,0.0295,1.18,"Otto Matic"
"228368 (2000 WK10)",Y,Y,1.479,0.7020,14.73,57.93,244.51,150.90,,,,,0.548,2460600.5,0.0226,1.8,"Otto Matic"
"230111 (2001 BE10)",Y,Y,0.8231,0.3692,17.51,297.75,30.60,42.21,,,4.194,,1.32,2460600.5,0.0419,0.747,"Otto Matic"
"230549 (2003 BH)",Y,Y,1.457,0.3561,13.11,119.76,313.41,158.58,0.217,,,,0.5607,2460600.5,0.0292,1.76,"Otto Matic"
"231937 (2001 FO32)",Y,Y,1.699,0.8258,39.01,181.71,123.36,202.09,0.55,,39.905,,0.4451,2460600.5,0.00208,2.21,"Otto Matic"
"232691 (2004 AR1)",Y,Y,1.576,0.4695,9.08,336.51,50.31,206.69,,,,,0.4982,2460600.5,0.0313,1.98,"Otto Matic"
"234145 (2000 EW70)",Y,Y,0.9376,0.3213,5.43,178.03,125.77,294.52,0.344,,33,,1.086,2460600.5,0.0108,0.908,"Otto Matic"
"235756 (2004 VC)",Y,Y,1.133,0.2589,39.15,194.16,94.18,257.83,1.136,,7.18,,0.8169,2460600.5,0.0354,1.21,"Otto Matic"
"242216 (2003 RN10)",Y,Y,2.233,0.5407,39.66,267.16,4.73,128.79,,,,,0.2954,2460600.5,0.0119,3.34,"Otto Matic"
"242450 (2004 QY2)",Y,Y,1.084,0.4772,37.03,295.27,104.98,234.73,2.914,,,,0.8734,2460600.5,0.0462,1.13,"Otto Matic"
"242643 (2005 NZ6)",Y,Y,1.833,0.8652,8.41,38.79,48.96,237.52,1.989,,7.,,0.397,2460600.5,0.00589,2.48,"Otto Matic"
"242708 (2005 UK1)",Y,Y,2.501,0.6953,0.79,180.30,345.94,238.37,,,63.8,,0.2492,2460600.5,0.0109,3.95,"Otto Matic"
"243566 (1995 SA)",Y,Y,2.463,0.6420,19.58,169.02,54.30,255.75,0.881,,2.313,,0.2549,2460600.5,0.0407,3.87,"Otto Matic"
"244977 (2004 BE68)",Y,Y,1.761,0.4446,15.74,210.88,191.28,343.49,0.495,,,,0.4219,2460600.5,0.0107,2.34,"Otto Matic"
"247360 (2001 XU)",Y,Y,2.573,0.8366,19.07,260.98,286.06,181.52,,,,,0.2388,2460600.5,0.00607,4.13,"Otto Matic"
"250620 (2005 GE59)",Y,Y,2.109,0.6025,16.08,194.74,243.02,196.79,0.654,,5.354,,0.3218,2460600.5,0.0319,3.06,"Otto Matic"
"250680 (2005 QC5)",Y,Y,0.893,0.3645,9.45,48.05,108.72,64.80,0.398,,,,1.168,2460600.5,0.0476,0.844,"Otto Matic"
"250706 (2005 RR6)",Y,Y,2.957,0.7011,6.93,27.27,59.96,258.29,0.535,,7.,,0.1938,2460600.5,0.034,5.09,"Otto Matic"
"251346 (2007 SJ)",Y,Y,2.015,0.5332,8.18,306.76,175.25,271.06,,,2.718,,0.3447,2460600.5,0.0405,2.86,"Otto Matic"
"251722 (1997 US2)",Y,Y,1.675,0.6608,3.17,65.89,100.33,115.60,,,,,0.4547,2460600.5,0.00639,2.17,"Otto Matic"
"252399 (2001 TX44)",Y,Y,0.8748,0.5459,15.21,57.76,136.04,262.54,0.291,,,,1.205,2460600.5,0.00926,0.818,"Otto Matic"
"253841 (2003 YG118)",Y,Y,2.28,0.6461,8.03,347.42,233.54,330.41,,,2.27,,0.2863,2460600.5,0.0104,3.44,"Otto Matic"
"255071 (2005 UH6)",Y,Y,1.001,0.6325,2.64,19.29,200.25,53.56,,,,,0.9839,2460600.5,0.0233,1,"Otto Matic"
"260141 (2004 QT24)",Y,Y,1.133,0.2519,17.75,36.10,76.64,130.60,,,7.66,,0.8175,2460600.5,0.00771,1.21,"Otto Matic"
"263976 (2009 KD5)",Y,Y,1.046,0.2615,13.47,104.49,294.37,26.87,0.785,,2.664,,0.9211,2460600.5,0.0492,1.07,"Otto Matic"
"264357 (2000 AZ93)",Y,Y,0.7469,0.3600,8.59,277.30,8.17,311.13,0.113,,,,1.527,2460600.5,0.022,0.645,"Otto Matic"
"264993 (2003 DX10)",Y,Y,1.375,0.4108,3.15,61.75,194.06,95.46,,,,,0.6114,2460600.5,0.0445,1.61,"Otto Matic"
"265196 (2004 BW58)",Y,Y,1.455,0.3787,15.21,132.61,301.85,328.22,0.361,,6.479,,0.5617,2460600.5,0.0389,1.75,"Otto Matic"
"265482 (2005 EE)",Y,Y,1.129,0.3277,6.17,110.78,284.75,214.47,,,2.6534,,0.822,2460600.5,0.0181,1.2,"Otto Matic"
"267131 (2000 EK26)",Y,Y,2.41,0.6573,15.65,126.39,305.54,240.69,,,,,0.2635,2460600.5,0.00385,3.74,"Otto Matic"
"267221 (2001 AD2)",Y,Y,1.04,0.6598,1.64,210.54,111.95,235.31,0.562,,,,0.9292,2460600.5,0.00821,1.06,"Otto Matic"
"267337 (2001 VK5)",Y,Y,1.269,0.5140,19.43,54.22,263.93,64.72,0.439,,39.05,,0.6893,2460600.5,0.00065,1.43,"Otto Matic"
"267494 (2002 JB9)",Y,Y,2.719,0.7843,46.76,70.21,278.00,341.38,,,2.4261,,0.2199,2460600.5,0.0305,4.48,"Otto Matic"
"267720 (2003 CA)",Y,Y,1.379,0.7196,21.15,126.17,234.82,185.74,,,,,0.6085,2460600.5,0.0493,1.62,"Otto Matic"
"267729 (2003 FC5)",Y,Y,1.917,0.6087,5.83,188.76,271.26,64.82,,,129.5,,0.3714,2460600.5,0.0332,2.65,"Otto Matic"
"269690 (1996 RG3)",Y,Y,2.001,0.6037,3.58,158.05,300.27,297.31,0.888,,,,0.3482,2460600.5,0.0022,2.83,"Otto Matic"
"275677 (2000 RS11)",Y,Y,1.28,0.3205,17.10,172.16,301.69,146.18,,,4.444,,0.6804,2460600.5,0.00716,1.45,"Otto Matic"
"276033 (2002 AJ129)",Y,Y,1.37,0.9149,15.44,138.01,211.04,85.46,,,3.9333,,0.6144,2460600.5,0.00568,1.6,"Otto Matic"
"277475 (2005 WK4)",Y,Y,1.011,0.2374,9.84,138.11,74.13,83.30,,,2.595,,0.9702,2460600.5,0.00371,1.02,"Otto Matic"
"277570 (2005 YP180)",Y,Y,1.372,0.6170,4.11,288.91,92.47,276.63,0.439,,3.689,,0.613,2460600.5,0.0162,1.61,"Otto Matic"
"279744 (1998 KM3)",Y,Y,1.67,0.6108,4.66,263.02,85.36,37.82,,,,,0.4565,2460600.5,0.00233,2.16,"Otto Matic"
"279816 (2000 JE5)",Y,Y,1.238,0.4006,50.74,41.23,285.16,202.01,,,,,0.7154,2460600.5,0.0463,1.38,"Otto Matic"
"281375 (2008 JV19)",Y,Y,0.9856,0.2485,7.23,141.96,310.61,30.99,,,3.5,,1.007,2460600.5,0.0416,0.978,"Otto Matic"
"285263 (1998 QE2)",Y,Y,2.421,0.5728,12.88,250.07,345.69,9.29,,,4.749,,0.2616,2460600.5,0.0322,3.77,"Otto Matic"
"286080 (2001 TX1)",Y,Y,1.047,0.4825,2.80,159.14,354.18,86.91,,,,,0.9194,2460600.5,0.0424,1.07,"Otto Matic"
"288807 (2004 RW164)",Y,Y,1.49,0.3766,36.78,164.93,342.88,246.85,,,,,0.542,2460600.5,0.0497,1.82,"Otto Matic"
"289315 (2005 AN26)",Y,Y,2.32,0.6379,4.92,175.79,208.49,238.91,,,,,0.2789,2460600.5,0.0384,3.53,"Otto Matic"
"290772 (2005 VC)",Y,Y,2.085,0.5929,4.49,227.79,290.38,27.83,,,,,0.3274,2460600.5,0.0206,3.01,"Otto Matic"
"292220 (2006 SU49)",Y,Y,1.412,0.3117,2.52,303.06,199.10,153.84,,,,,0.5875,2460600.5,0.000603,1.68,"Otto Matic"
"294739 (2008 CM)",Y,Y,1.566,0.4080,36.01,279.54,130.69,196.87,0.740,,3.05785,,0.503,2460600.5,0.0447,1.96,"Otto Matic"
"297274 (1996 SK)",Y,Y,2.445,0.7905,1.97,195.51,286.33,113.57,1.199,,4.645,,0.2577,2460600.5,0.00627,3.82,"Otto Matic"
"297300 (1998 SC15)",Y,Y,1.273,0.4144,16.08,198.68,277.49,337.60,0.320,,15,,0.6863,2460600.5,0.000468,1.44,"Otto Matic"
"297418 (2000 SP43)",Y,Y,0.8115,0.4669,10.34,350.53,224.46,70.52,0.407,,6.314,,1.348,2460600.5,0.019,0.731,"Otto Matic"
"301844 (1990 UA)",Y,Y,1.642,0.5260,0.93,104.28,202.58,87.51,0.4,,,,0.4682,2460600.5,0.012,2.1,"Otto Matic"
"302169 (2001 TD45)",Y,Y,0.7966,0.7777,25.37,30.25,212.45,199.85,,,,,1.386,2460600.5,0.0273,0.711,"Otto Matic"
"302831 (2003 FH)",Y,Y,1.389,0.5406,25.80,24.12,274.37,5.07,,,13.97,,0.6021,2460600.5,0.0146,1.64,"Otto Matic"
"303450 (2005 BY2)",Y,Y,1.269,0.3306,7.29,74.44,130.28,240.46,0.187,,,,0.6893,2460600.5,0.0404,1.43,"Otto Matic"
"304330 (2006 SX217)",Y,Y,1.412,0.3103,21.04,32.60,176.24,92.72,0.780,,,,0.5876,2460600.5,0.0293,1.68,"Otto Matic"
"306383 (1993 VD)",Y,Y,0.8758,0.5515,2.07,2.17,254.24,6.11,,,0.94345,,1.202,2460600.5,0.0173,0.82,"Otto Matic"
"307005 (2001 XP1)",Y,Y,2.89,0.7528,39.21,268.07,246.31,215.45,,,,,0.2006,2460600.5,0.0169,4.91,"Otto Matic"
"308242 (2005 GO21)",Y,Y,0.7533,0.3400,24.93,272.67,156.64,164.27,,,11,,1.508,2460600.5,0.0428,0.654,"Otto Matic"
"308635 (2005 YU55)",Y,Y,1.157,0.4305,0.34,35.93,273.56,189.35,0.4,,18,,0.7921,2460600.5,0.000429,1.24,"Otto Matic"
"310442 (2000 CH59)",Y,Y,0.863,0.4231,3.25,213.44,109.76,86.13,,,6.0542,,1.229,2460600.5,0.0223,0.802,"Otto Matic"
"310560 (2001 QL142)",Y,Y,1.049,0.4991,26.60,165.55,72.15,267.48,0.654,,2.97387,,0.9168,2460600.5,0.0482,1.08,"Otto Matic"
"311044 (2004 BB103)",Y,Y,1.908,0.6220,55.86,271.07,71.49,332.19,,,,,0.3741,2460600.5,0.0331,2.63,"Otto Matic"
"311066 (2004 DC)",Y,Y,1.634,0.3996,19.46,74.90,156.37,296.12,,,2.5709,,0.472,2460600.5,0.00784,2.09,"Otto Matic"
"312070 (2007 TA19)",Y,Y,0.9539,0.5096,22.63,181.18,58.06,176.51,0.595,,,,1.058,2460600.5,0.0196,0.932,"Otto Matic"
"314082 Dryope (2005 CZ36)",Y,Y,2.235,0.5766,16.18,116.62,139.53,272.32,,,,,0.295,2460600.5,0.0158,3.34,"Otto Matic"
